Interactor A,Interactor B,Confidence Value
Q9BXJ9,P01106,0.63
P42166,P60709,0.63
Q15059,Q02818,0.63
Q5JRX3,Q8N3J5,0.63
P54132,Q6ZW49,0.63
P11166,Q7L0Q8,0.63
Q13526,Q9NVR5,0.63
O00308,P13984,0.63
Q9NQC7,P09972,0.63
P42166,Q9NZI8,0.63
Q15059,P06746,0.63
Q86TV6,P98153,0.63
Q5JRX3,Q9HB09,0.63
Q14258,P25398,0.63
P11166,P60763,0.63
O00308,Q5T3I0,0.63
P42166,P84077,0.63
Q15059,P17480,0.63
Q5JRX3,O75251,0.63
Q14258,P39023,0.63
P54132,P62277,0.63
Q9BPZ7,Q9BQK8,0.63
O00308,Q9NS86,0.63
Q9NQC7,Q96SW2,0.63
P42166,Q5SQN1,0.63
Q15059,P18583,0.63
Q14258,O94955,0.63
P54132,Q14562,0.63
P04035,P41231,0.63
O00308,P49750,0.63
P42166,Q5VV42,0.63
Q15059,Q6PCB5,0.63
P26368,Q02543,0.63
Q9BRX5,O60885,0.63
Q14258,Q15032,0.63
P04035,Q86UD3,0.63
O00308,P35250,0.63
P42166,Q9BSJ8,0.63
Q15059,Q13330,0.63
P26368,Q13043,0.63
P11686,O00501,0.63
Q14258,P43487,0.63
Q15059,O95816,0.63
P35680,Q08AM6,0.63
Q9H5I1,Q9UFW8,0.63
O00308,P46778,0.63
Q14118,P00505,0.63
Q15059,Q9Y5L0,0.63
P26368,P04629,0.63
P22234,P19320,0.63
Q14258,P04049,0.63
Q10589,Q8IXL6,0.63
O00308,P62318,0.63
Q15059,Q96EZ8,0.63
P26368,Q96MF2,0.63
P22234,P49427,0.63
Q14258,Q8WXH0,0.63
Q02363,Q6P5X5,0.63
Q16821,Q69YH5,0.63
Q15059,O43852,0.63
P26368,O14578,0.63
Q14258,Q9NZB2,0.63
Q8WVQ1,P17302,0.63
O00308,Q02880,0.63
O95835,Q96SN8,0.63
Q58F21,Q9NR46,0.63
P26368,P61964,0.63
P22234,P68032,0.63
Q14258,A5YKK6,0.63
Q9UKY0,Q9NUQ2,0.63
O95835,O43396,0.63
Q58F21,Q12824,0.63
O95155,A0AVT1,0.63
P20340,P40337,0.63
Q14258,P46734,0.63
P06756,O14931,0.63
O00308,O95816,0.63
Q9UPY3,P51114,0.63
O95835,Q9BR77,0.63
P23280,Q15323,0.63
O95155,P78317,0.63
Q14258,Q16875,0.63
Q14444,Q9BQA1,0.63
P06756,P84095,0.63
P11686,Q9NV96,0.63
Q9UPY3,O43390,0.63
P23280,Q96LU5,0.63
Q14444,Q96EY1,0.63
Q9NXV2,Q9Y4G8,0.63
P11686,Q68CR1,0.63
Q5D1E8,Q9BYH8,0.63
Q9UPY3,Q9Y2W1,0.63
Q8IVH8,Q9Y2R5,0.63
P54578,P13569,0.63
Q9BRZ2,O95801,0.63
Q14444,O60506,0.63
Q9NXV2,Q9BU19,0.63
P11686,Q9NY97,0.63
Q8IVH8,Q9UJU6,0.63
Q8WVQ1,Q9NYQ6,0.63
Q9Y5S9,P20618,0.63
Q14444,P35052,0.63
P11686,Q9UIW2,0.63
Q12888,O15350,0.63
Q14444,Q01804,0.63
P40818,Q13467,0.63
Q9Y5S9,O00429,0.63
Q92574,O96000,0.63
P42166,P60033,0.63
P11686,Q8TB96,0.63
Q12888,Q13685,0.63
Q9GZU1,Q96K37,0.63
Q9Y5S9,Q14184,0.63
Q92574,Q9NSK0,0.63
Q12888,Q8WXF1,0.63
O14965,Q00839,0.63
O95071,P15735,0.63
Q92574,Q9NSC5,0.63
P42166,Q02750,0.63
P22234,Q15365,0.63
Q12888,P08651,0.63
O14965,P61353,0.63
P29317,Q9UNL2,0.63
O95071,Q49AN0,0.63
Q92574,Q6UWE0,0.63
P83916,Q86WJ1,0.63
Q12888,Q86XP3,0.63
P29317,Q9BQ69,0.63
O95071,Q7L190,0.63
Q6R327,Q13485,0.63
Q99598,Q9H257,0.63
P42166,P36873,0.63
Q9Y5S9,Q99611,0.63
Q12888,Q92889,0.63
O95278,P34932,0.63
Q6R327,O95696,0.63
P83916,Q15058,0.63
P42166,Q96AG3,0.63
O95071,O60437,0.63
Q6R327,O75955,0.63
P42166,P12956,0.63
Q12888,Q8IY92,0.63
Q7L2J0,Q9NXG2,0.63
O95071,Q10570,0.63
Q9NPF0,Q7Z418,0.63
Q12888,Q9H668,0.63
Q7L2J0,Q96BP2,0.63
O95071,O75386,0.63
Q9H3M7,Q9ULM3,0.63
O95835,Q9P0L2,0.63
Q12888,Q9Y3C7,0.63
P46379,P36896,0.63
Q05397,Q9C026,0.63
Q7L2J0,P12235,0.63
Q9H3M7,Q13263,0.63
Q12888,P0DMV9,0.63
Q7L2J0,P48047,0.63
Q9BSQ5,O00506,0.63
P15374,Q16890,0.63
Q9BV68,Q96A37,0.63
Q9H3M7,P07900,0.63
Q9BV68,Q06210,0.63
Q9BQ50,O60437,0.63
Q7L2J0,Q04695,0.63
Q9BV68,Q9UHD9,0.63
Q9H3M7,Q9UBK9,0.63
O00299,P28066,0.63
Q7KZI7,Q92845,0.63
Q7L2J0,P10412,0.63
Q16667,Q13426,0.63
Q8NBZ7,Q96BH3,0.63
O00411,Q9P2P5,0.63
O00299,P05154,0.63
Q7KZI7,O00212,0.63
P61587,Q92614,0.63
P46379,O14545,0.63
Q7L2J0,Q9HCE1,0.63
Q7KZI7,Q92730,0.63
P61587,Q96J84,0.63
Q14258,P68104,0.63
Q7L2J0,P68133,0.63
O00411,Q9Y399,0.63
P26368,P29692,0.63
Q9Y696,Q92731,0.63
Q7KZI7,Q9H4E5,0.63
P61587,P35611,0.63
Q14258,P17010,0.63
Q7L2J0,P43686,0.63
Q9Y696,Q99497,0.63
Q7L2J0,P35226,0.63
P61587,Q9Y4I1,0.63
Q13838,O95816,0.63
Q7L2J0,P59047,0.63
P08670,P06132,0.63
O00411,P08621,0.63
P26368,P00558,0.63
Q7L2J0,Q13243,0.63
P61587,P62306,0.63
Q14258,Q9UNE7,0.63
Q13838,P07910,0.63
Q7L2J0,P32969,0.63
O00411,Q96E11,0.63
Q7L2J0,Q8NAV1,0.63
P61587,P36776,0.63
Q14258,Q9NTZ6,0.63
Q13838,Q13813,0.63
Q7L2J0,P62280,0.63
O00299,P48444,0.63
P08670,P48729,0.63
P26368,P32119,0.63
P01023,P20336,0.63
P61587,Q96HN2,0.63
Q14258,P40763,0.63
Q13838,Q86YZ3,0.63
Q7L2J0,P22090,0.63
P08670,Q8WXK1,0.63
P26368,Q32MZ4,0.63
P61587,O95759,0.63
Q14258,Q15811,0.63
Q13838,P01040,0.63
Q7L2J0,Q6P158,0.63
Q96FQ6,Q8NEM0,0.63
Q16630,Q9HCE7,0.63
Q14258,O00584,0.63
Q13838,P14866,0.63
Q7L2J0,P68366,0.63
Q16630,P61978,0.63
P08670,Q15029,0.63
P58004,Q5S007,0.63
O95155,Q86VN1,0.63
P30542,Q92890,0.63
Q14258,O60512,0.63
Q13838,Q08188,0.63
Q7L2J0,Q9NRI5,0.63
Q16630,O43290,0.63
Q14258,O75815,0.63
Q53FT3,Q8TCD5,0.63
Q7L2J0,Q9Y2Q9,0.63
P08670,Q9UBU9,0.63
Q9BPZ7,Q5TCZ1,0.63
Q16630,O60828,0.63
P00519,Q9Y2H0,0.63
Q14258,Q13435,0.63
Q8N884,Q96QR8,0.63
Q7L2J0,O43809,0.63
P08670,Q9NQW6,0.63
P08294,Q9Y2W7,0.63
P54578,Q15717,0.63
Q16630,O95793,0.63
P00519,Q8NFP9,0.63
P08581,P63000,0.63
Q14258,Q13442,0.63
Q8N884,Q96DV4,0.63
Q13363,Q16352,0.63
P08670,Q15386,0.63
P54578,P30419,0.63
P00519,Q05655,0.63
Q14258,Q9UHI6,0.63
Q8N884,P51809,0.63
P08581,Q9ULV8,0.63
P08670,P51784,0.63
P54578,P01859,0.63
P00519,Q96D71,0.63
Q14258,P82912,0.63
Q8N884,Q2NL82,0.63
Q13363,P17844,0.63
P02774,Q9NR56,0.63
P54578,P62701,0.63
Q13363,Q13469,0.63
P00519,P01100,0.63
Q14258,Q92604,0.63
Q8N884,Q01628,0.63
Q13363,P05387,0.63
P04004,P78560,0.63
P54578,Q01780,0.63
Q13363,Q9NRS4,0.63
Q9BYG3,Q9HBL8,0.63
Q9BPZ7,P56524,0.63
Q14258,Q8N2K0,0.63
Q8N884,Q9NZM1,0.63
Q13363,P07339,0.63
P04004,Q07955,0.63
P54578,Q6P2Q9,0.63
Q13617,P01241,0.63
Q9BYG3,Q96FI4,0.63
Q14258,Q15007,0.63
Q8N884,Q9NUD5,0.63
Q13363,O15400,0.63
P04004,Q92731,0.63
P54578,B5ME19,0.63
Q9BYF1,Q9BT22,0.63
P40692,Q99728,0.63
Q14258,O95819,0.63
Q9HC35,O96013,0.63
Q13363,Q9BUM1,0.63
P04004,Q9UK08,0.63
P54578,P13010,0.63
Q9BYF1,Q9Y3P9,0.63
Q14849,Q9NZH0,0.63
Q14258,Q9H9L7,0.63
Q13363,Q14684,0.63
P54578,Q92614,0.63
Q13617,Q9NYA4,0.63
Q9BYF1,Q9UQB8,0.63
Q14849,Q9ULY5,0.63
P40692,P16104,0.63
Q14258,Q92536,0.63
Q13363,P60866,0.63
P54578,Q9BRX2,0.63
Q13617,P43694,0.63
Q9BYF1,Q96F07,0.63
Q14258,Q9BQA1,0.63
Q13363,Q15392,0.63
O00308,Q92530,0.63
Q05397,Q9UPN4,0.63
Q9BYF1,P51148,0.63
Q658P3,Q9UGP8,0.63
O60934,Q9UBN7,0.63
P01023,Q92890,0.63
P29317,Q8N488,0.63
Q13363,P62873,0.63
O00308,P46527,0.63
Q05397,P78312,0.63
P40818,Q9H3D4,0.63
Q9NQC7,Q13191,0.63
Q14258,Q86V21,0.63
P01023,Q6P4A7,0.63
P29317,O43752,0.63
Q9BYG3,Q96QE3,0.63
Q13363,Q8TDN6,0.63
P49327,P62899,0.63
Q9NQC7,Q9UDY8,0.63
Q9BYF1,Q7LG56,0.63
Q9H3P2,P10636,0.63
Q14258,O76021,0.63
P29317,Q12846,0.63
Q9BYG3,P35269,0.63
Q13363,Q9H840,0.63
P18615,P25786,0.63
Q14258,Q5TGY3,0.63
O95278,O94992,0.63
Q9BYG3,P39023,0.63
Q13363,Q99873,0.63
Q96AE4,Q96ST3,0.63
O95071,Q9NWB6,0.63
P18615,P23490,0.63
Q9Y6I3,P27986,0.63
Q9BYG3,Q9BVJ6,0.63
Q13363,P68104,0.63
Q07157,P60953,0.63
O95071,P62316,0.63
Q14118,Q9Y5H6,0.63
Q9Y2Z0,P13569,0.63
Q00653,Q15843,0.63
Q14258,Q86VH5,0.63
P00519,P50851,0.63
Q9Y6I3,O95235,0.63
Q07157,P36957,0.63
P23771,O94913,0.63
Q9UBU7,O75475,0.63
P07355,P05109,0.63
Q9Y2Z0,Q9NVH1,0.63
Q00653,Q8NFA0,0.63
Q14258,Q13823,0.63
P00519,P31273,0.63
Q5FWF5,Q5XPI4,0.63
P23771,Q92785,0.63
O95071,P42766,0.63
Q92499,Q15004,0.63
P62330,O00299,0.63
Q9Y2Z0,P61163,0.63
Q14258,O00212,0.63
O60825,O60829,0.63
P40692,O60888,0.63
Q07157,Q15942,0.63
P23771,Q12824,0.63
O95071,Q9Y383,0.63
P62330,P39656,0.63
Q6P4R8,P02489,0.63
Q14258,Q12797,0.63
Q07157,Q9H1Y0,0.63
P23771,Q9H7S9,0.63
P15374,P52209,0.63
Q92499,Q12873,0.63
P62330,P51571,0.63
Q8N3V7,P14866,0.63
Q14995,Q9BYV6,0.63
Q14258,P22004,0.63
O14965,P98082,0.63
P15374,P26373,0.63
P62330,O75689,0.63
Q96RD7,P35240,0.63
P49189,P26045,0.63
Q05397,Q9C019,0.63
O14965,P56962,0.63
P15374,Q9BUF5,0.63
P62330,Q96NE9,0.63
Q16831,P01861,0.63
P62330,Q5VV42,0.63
Q14258,Q68DC2,0.63
Q14258,Q96GQ7,0.63
O14965,O95299,0.63
P11166,Q9UI12,0.63
Q92499,O94874,0.63
P62330,Q8WU20,0.63
P35269,O95816,0.63
P36871,Q96P20,0.63
Q14258,Q6NZ63,0.63
Q9Y4F1,P29966,0.63
O14965,Q86T82,0.63
P11166,Q9UQ90,0.63
Q92499,O14578,0.63
P62330,Q9NQ66,0.63
Q13526,Q9NZB8,0.63
Q14258,Q96ME1,0.63
Q9Y4F1,Q96L33,0.63
P46379,P20073,0.63
P11166,Q9Y512,0.63
P62330,Q9Y5Y0,0.63
Q13526,Q01469,0.63
Q14258,Q9NRJ4,0.63
P07355,Q15843,0.63
P49327,Q63ZY3,0.63
P35680,Q9Y265,0.63
P62330,Q12959,0.63
Q12888,Q92731,0.63
Q00653,Q9BXF6,0.63
Q53TN4,Q9P0L0,0.63
P46379,O15205,0.63
P35680,Q9NXR8,0.63
P62330,Q14739,0.63
Q12888,Q8N6T7,0.63
Q13526,Q9NR12,0.63
Q14258,Q6P5S7,0.63
P49327,Q02318,0.63
Q14995,P60411,0.63
P35680,Q12857,0.63
Q9UPY3,Q9UGI0,0.63
Q12888,Q9UBP6,0.63
Q13526,Q5S007,0.63
Q14258,Q9HCM7,0.63
P07355,Q9UQE7,0.63
P49327,P27708,0.63
Q14995,Q3LI66,0.63
Q9NQC7,Q9Y2W1,0.63
P62330,Q13464,0.63
Q9BQ50,P12236,0.63
Q14258,Q6NUR6,0.63
P07355,Q8N766,0.63
Q9NQC7,Q8WVX9,0.63
P35680,Q9P0W2,0.63
P08670,Q9NR12,0.63
Q92608,Q6L8G8,0.63
P62330,Q13492,0.63
O15344,Q8TBB1,0.63
Q13563,Q5BVD1,0.63
P07355,Q8TD16,0.63
P49327,P51452,0.63
Q96RD7,Q9Y4R8,0.63
Q9NQC7,P26641,0.63
P08670,Q86XL3,0.63
Q14181,Q14147,0.63
P62330,P20020,0.63
Q14258,Q8WVN8,0.63
P13797,P54105,0.63
Q14258,Q8N1F8,0.63
P07355,P15924,0.63
P49327,Q02241,0.63
Q96RD7,O14735,0.63
Q9NQC7,O15479,0.63
Q02363,P34931,0.63
P08670,Q12792,0.63
P62330,Q9UJF2,0.63
Q14258,Q86TU7,0.63
P49327,P49116,0.63
P46379,Q9NRW1,0.63
P02774,P30281,0.63
Q6V1X1,O76071,0.63
P13797,P47974,0.63
Q14258,Q8N3F8,0.63
P62330,P55317,0.63
Q96RD7,Q9Y394,0.63
Q9NQC7,P31943,0.63
P46379,Q9C0C7,0.63
P04004,Q96RG2,0.63
Q14258,P49841,0.63
Q14258,P26641,0.63
P62330,Q9UJY4,0.63
Q96AE4,P05026,0.63
Q96RD7,Q96AG4,0.63
Q9NQC7,P35613,0.63
Q13838,Q99728,0.63
P06756,O00232,0.63
Q14258,Q8TD16,0.63
Q14258,Q13627,0.63
P15848,O14967,0.63
Q96AE4,P49841,0.63
Q96RD7,Q9Y5M8,0.63
Q9NQC7,P05023,0.63
Q05193,Q9NPF5,0.63
Q9BRZ2,Q969H0,0.63
P29590,Q14191,0.63
Q14258,Q14839,0.63
O43521,Q9NP97,0.63
P23771,P38398,0.63
Q96RD7,Q13190,0.63
P11274,Q14566,0.63
Q9BRZ2,O75147,0.63
Q14258,P32780,0.63
Q9UIF9,P06241,0.63
Q9NQC7,P46779,0.63
Q13838,Q6PJT7,0.63
O00308,Q9Y3F4,0.63
O75962,P23468,0.63
P29590,P28799,0.63
Q14258,P12956,0.63
Q9UIF9,O96028,0.63
Q8IWJ2,O15155,0.63
Q9NQC7,P62280,0.63
O00308,P02788,0.63
O75962,Q8TEW0,0.63
P29590,P04271,0.63
Q14258,Q8NE71,0.63
P54687,P31937,0.63
Q8IWJ2,P51151,0.63
P36871,P09960,0.63
Q9NQC7,Q9BQS8,0.63
Q96GX5,Q86UY6,0.63
P42166,P98160,0.63
P54132,P17600,0.63
Q92574,P0DML3,0.63
Q86XI6,O95210,0.63
Q14258,P56537,0.63
P30793,Q96F85,0.63
Q9NQC7,P23284,0.63
Q8N884,O43663,0.63
P42166,P00966,0.63
O00308,Q9UQ35,0.63
Q92574,Q92731,0.63
Q13162,P60520,0.63
Q14258,P61009,0.63
P11274,Q9Y2I6,0.63
Q8TEQ6,P35244,0.63
O00308,Q9NNW5,0.63
Q9NQC7,Q06830,0.63
P41227,O75688,0.63
P42166,P01861,0.63
O00308,Q9UQB8,0.63
Q15059,Q13595,0.63
Q92574,Q1A5X7,0.63
Q13162,P50897,0.63
Q14258,P38484,0.63
P11274,P63010,0.63
Q8TEQ6,P38398,0.63
O00308,Q53EL6,0.63
P41227,O95125,0.63
P42166,O43795,0.63
Q15059,O14656,0.63
Q92574,Q14119,0.63
Q13162,Q96CF2,0.63
Q14258,P52948,0.63
Q8TEQ6,P49116,0.63
Q13526,P47897,0.63
O00308,Q5JSZ5,0.63
Q9NQC7,Q9UBQ5,0.63
P42166,P46777,0.63
Q15059,Q8N5F7,0.63
Q99598,Q14142,0.63
Q13162,P40939,0.63
Q14258,P17342,0.63
P16278,Q9BRI3,0.63
O00308,P27708,0.63
Q9NQC7,Q9UI42,0.63
Q9BXJ9,Q08211,0.63
P42166,P55072,0.63
Q15631,Q9H1Y0,0.63
Q5JRX3,Q9BSH5,0.63
Q14258,Q9ULZ9,0.63
P11166,P51151,0.63
Q13526,Q53EZ4,0.63
O00308,P05198,0.63
Q9NQC7,P53618,0.63
Q9BXJ9,P35869,0.63
P42166,Q86TG7,0.63
Q15059,P55081,0.63
Q15631,F7VJQ1,0.63
Q14258,P05109,0.63
P11166,Q96L33,0.63
Q13526,Q7KZ85,0.63
O00308,P40939,0.63
Q9NQC7,P11166,0.63
P42166,Q8NBJ5,0.63
Q15059,Q15269,0.63
Q9H3M7,Q13642,0.63
Q5JRX3,O94907,0.63
Q14258,P46779,0.63
P54132,Q8N6T7,0.63
P11166,Q9BYZ6,0.63
P13797,P09104,0.63
O00308,Q8NHU0,0.63
Q9NQC7,Q15075,0.63
P42166,Q14739,0.63
Q15059,Q5JVF3,0.63
Q14691,P04908,0.63
Q14258,P18621,0.63
P54132,Q9UIH9,0.63
P04035,A8MVW5,0.63
Q9BPZ7,Q9UK80,0.63
O00308,P52272,0.63
Q9NQC7,Q14677,0.63
P42166,Q9P0L0,0.63
Q15059,Q9H583,0.63
Q14258,Q9Y2F9,0.63
Q15059,P10451,0.63
P04035,Q8N144,0.63
O00308,P23284,0.63
Q9NQC7,Q6PID8,0.63
P42166,Q9HDC5,0.63
Q15059,Q6AHZ1,0.63
Q15059,O95863,0.63
P04035,O60503,0.63
O00308,P05386,0.63
Q9NQC7,Q5GLZ8,0.63
Q15059,Q5QJE6,0.63
P26368,P55854,0.63
Q14258,O94889,0.63
Q10589,P49590,0.63
P29590,P52630,0.63
Q9H5I1,O60318,0.63
O00308,Q02878,0.63
Q14118,O15439,0.63
O95835,P98170,0.63
Q15059,Q8NDX6,0.63
P26368,O95714,0.63
Q14258,Q684P5,0.63
Q10589,Q9NUM4,0.63
Q16821,Q9ULJ8,0.63
O00308,P42224,0.63
Q15059,O14802,0.63
P26368,Q6NT76,0.63
P22234,P09622,0.63
Q14258,Q9UGR2,0.63
Q8WVQ1,Q9UBU9,0.63
Q16821,Q6PJW8,0.63
O00308,P62266,0.63
Q92499,Q14108,0.63
Q15059,O95782,0.63
P26368,O43663,0.63
P22234,Q13501,0.63
Q14258,P30153,0.63
Q8WVQ1,Q969X5,0.63
Q13162,Q16740,0.63
O00308,Q71U36,0.63
Q92499,Q92839,0.63
O95835,Q9UKX3,0.63
Q58F21,Q13045,0.63
P26368,Q02241,0.63
P22234,O94874,0.63
Q14258,P28827,0.63
P06756,P11279,0.63
O00308,Q92522,0.63
O95835,O15084,0.63
Q58F21,Q13546,0.63
O95155,Q13404,0.63
P20340,O00165,0.63
Q14258,P08559,0.63
Q14444,Q93074,0.63
O00308,O94761,0.63
Q9UPY3,O15234,0.63
O95835,P17540,0.63
P23280,Q13459,0.63
O95155,O00264,0.63
P11686,Q9P244,0.63
Q86Y38,Q9NRY5,0.63
A6NI73,Q24JP5,0.63
P23280,Q9Y2S7,0.63
P54578,P61978,0.63
P20340,Q86T26,0.63
Q9BRZ2,Q9Y6M1,0.63
Q14444,Q92769,0.63
Q9NXV2,Q9H6Z9,0.63
P11686,Q6NUS6,0.63
P45379,Q15014,0.63
Q8IVH8,Q6ZN17,0.63
P54578,P13693,0.63
O75962,Q9UL16,0.63
Q14444,Q9UKB3,0.63
P11686,Q16706,0.63
Q12888,Q13948,0.63
Q07157,Q9BRK4,0.63
Q92608,Q9BYR5,0.63
Q8WVQ1,A2VDJ0,0.63
Q9Y5S9,Q9H2G2,0.63
Q14444,P60866,0.63
P11686,Q13586,0.63
Q12888,Q9NYU2,0.63
O14965,Q01469,0.63
Q14444,A5YKK6,0.63
P40818,Q9Y6H6,0.63
Q9Y5S9,P16949,0.63
Q92574,Q8TB24,0.63
P42574,P05783,0.63
P11686,Q9NY47,0.63
Q12888,O15160,0.63
O14965,O60716,0.63
Q05193,Q9Y3C7,0.63
O95071,Q01826,0.63
Q9Y5S9,O95994,0.63
Q92574,P03886,0.63
Q12888,Q99729,0.63
O14965,P61626,0.63
Q6R327,Q14318,0.63
P55211,Q7Z7L1,0.63
P42166,Q86UK7,0.63
Q12888,O15294,0.63
P29317,Q15256,0.63
O95071,Q92858,0.63
Q92574,P35609,0.63
P42166,P05161,0.63
Q9Y5S9,P09651,0.63
O95278,P17980,0.63
P42574,P62877,0.63
Q6R327,O75648,0.63
P83916,P51531,0.63
P42166,P51148,0.63
Q9Y5S9,Q9Y383,0.63
Q12888,Q13200,0.63
O95278,O00170,0.63
Q6R327,O95994,0.63
P42166,P04844,0.63
Q12888,P38936,0.63
Q9Y6I3,P35916,0.63
Q7L2J0,Q86YP4,0.63
O95071,Q15058,0.63
Q6R327,Q8IXK2,0.63
P42166,P51572,0.63
Q6R327,Q6R327,0.63
Q12888,P46736,0.63
O60825,Q9Y3M2,0.63
Q7L2J0,Q96DC7,0.63
P83916,P11117,0.63
O95071,Q96LL9,0.63
Q15631,Q92997,0.63
Q6ZNA4,O00463,0.63
Q12888,Q96KR1,0.63
Q7L2J0,Q8IWS0,0.63
Q6ZNA4,Q6UWE0,0.63
O95835,Q969W9,0.63
Q05397,Q14118,0.63
Q7L2J0,Q16643,0.63
Q6ZNA4,P26367,0.63
Q9H3M7,Q9BUF5,0.63
Q8IVH8,P01106,0.63
Q12888,P63220,0.63
Q7L2J0,P04406,0.63
P15374,P09622,0.63
Q9BV68,O75604,0.63
Q9H3M7,P11586,0.63
O00299,P37198,0.63
Q7KZI7,Q9UQC2,0.63
Q9BV68,Q9Y2L1,0.63
O15344,Q96B02,0.63
Q05397,O15021,0.63
Q7L2J0,P08865,0.63
Q16667,Q9H078,0.63
Q16831,P00533,0.63
P61587,Q969H0,0.63
Q9H3M7,Q9Y4C2,0.63
O00299,Q96JB2,0.63
O15344,P62191,0.63
Q7L2J0,Q15393,0.63
Q8NBZ7,Q9UBS3,0.63
O00299,Q86UY6,0.63
Q7KZI7,Q9NQ86,0.63
P61587,Q5EBL8,0.63
P46379,P19474,0.63
Q7L2J0,Q9UHX1,0.63
Q9Y696,P24941,0.63
Q7KZI7,Q9HBH0,0.63
P61587,P98172,0.63
Q14258,P60604,0.63
Q7L2J0,Q9NTJ3,0.63
P08670,P17600,0.63
O00411,Q9H845,0.63
P26368,P33241,0.63
Q9Y696,Q9UMX5,0.63
Q9GZU1,Q92624,0.63
P61587,P27824,0.63
Q14258,P60174,0.63
Q7L2J0,O15355,0.63
P08670,Q9H492,0.63
P26368,P09382,0.63
Q9Y696,P49773,0.63
Q7L2J0,Q6K0P9,0.63
P61587,P14923,0.63
Q14258,Q9UQB8,0.63
Q13838,P23528,0.63
Q7L2J0,P17987,0.63
Q96EP1,P13693,0.63
P08670,Q13347,0.63
O00411,P13674,0.63
P26368,P08575,0.63
P08572,P04183,0.63
P01023,P04278,0.63
Q7L2J0,O94874,0.63
P61587,P55011,0.63
Q14258,Q9NP66,0.63
Q13838,P25705,0.63
P08670,Q5T4S7,0.63
O00411,O15235,0.63
P26368,Q86U42,0.63
P08572,P0C7Q2,0.63
P31153,Q15717,0.63
P61587,Q9UPS8,0.63
Q14258,Q86V81,0.63
Q13838,O75400,0.63
Q7L2J0,P05386,0.63
O00299,P06733,0.63
P08670,Q99986,0.63
P26368,Q13442,0.63
Q14019,Q96BK5,0.63
P01023,Q16543,0.63
P31153,O94763,0.63
P61587,O95490,0.63
Q14258,O76039,0.63
Q13838,P07355,0.63
Q9Y696,P46109,0.63
P26368,P61586,0.63
Q16630,Q9H0R8,0.63
Q9GZN7,Q9P2H0,0.63
Q14258,Q92925,0.63
Q13838,P47929,0.63
Q7L2J0,Q9Y3D3,0.63
P08670,Q13620,0.63
Q96FQ6,P57055,0.63
Q16630,Q9H0W5,0.63
P31153,Q9P227,0.63
Q96FQ6,Q96I99,0.63
Q14258,O00203,0.63
Q13838,P20962,0.63
Q7L2J0,P49368,0.63
O95155,P85037,0.63
Q14258,P41227,0.63
P41214,Q9UHR6,0.63
Q7L2J0,P0C0S8,0.63
Q16630,Q9HD26,0.63
Q9BPZ7,P61254,0.63
Q8N5H7,Q03135,0.63
Q14258,Q9UQ13,0.63
Q8N884,O14879,0.63
Q13363,P22392,0.63
P08670,Q14210,0.63
Q9BPZ7,P43121,0.63
P54578,Q9HAV0,0.63
Q16630,P27695,0.63
P00519,O76039,0.63
P08581,Q9H4E5,0.63
Q14258,P49711,0.63
Q8N884,O00743,0.63
Q7L2J0,Q6UN15,0.63
Q13363,Q8IVP5,0.63
P08670,Q9H4M7,0.63
P54578,P26196,0.63
Q16630,P08621,0.63
P00519,Q99572,0.63
P08581,P08134,0.63
Q14258,Q8IUC6,0.63
Q8N884,Q9H0J9,0.63
P08670,Q9NY97,0.63
P54578,A5YKK6,0.63
Q14258,Q9Y4X4,0.63
Q8N884,P13489,0.63
Q13363,P02786,0.63
P08670,Q9UNE7,0.63
P54578,P52292,0.63
Q13363,Q9Y2W7,0.63
Q9BYG3,Q9BRS2,0.63
Q14258,Q96G75,0.63
Q8N884,O75351,0.63
Q13363,P04792,0.63
P02774,P32246,0.63
P54578,P62979,0.63
Q9BYG3,Q02241,0.63
Q14258,Q15038,0.63
Q8N884,P42696,0.63
Q13363,P06576,0.63
P04004,O75400,0.63
P54578,P28070,0.63
Q9BYG3,P12956,0.63
Q14258,Q4AC94,0.63
Q8N884,Q9BSJ2,0.63
Q13164,P34932,0.63
Q13363,P46013,0.63
P04004,Q05519,0.63
P54578,O15145,0.63
Q9BYG3,Q9UIH9,0.63
Q14258,O00178,0.63
Q8N884,P09543,0.63
Q13363,P49257,0.63
P04004,O95235,0.63
P54578,Q96DI7,0.63
Q9BYF1,P12814,0.63
P40692,Q14032,0.63
Q14258,P43243,0.63
P41227,Q6W2J9,0.63
Q9HC35,P04637,0.63
Q13363,P20671,0.63
P04275,Q96KM6,0.63
Q9BYF1,Q9UBE0,0.63
Q14849,P43005,0.63
P40692,Q8TF47,0.63
Q14258,Q9NYQ6,0.63
P29317,Q15717,0.63
P54578,P47756,0.63
Q13617,P27695,0.63
Q9BYF1,P05198,0.63
Q658P3,Q9P0N5,0.63
Q14258,Q9H9S5,0.63
P01023,Q99972,0.63
P29317,P12830,0.63
Q13363,P62266,0.63
O00308,Q13635,0.63
Q9BYF1,P27694,0.63
Q658P3,Q9P0T7,0.63
P01023,Q15382,0.63
Q13363,Q5VTE0,0.63
O00308,P0C7X2,0.63
Q05397,Q05193,0.63
Q9BYF1,O95219,0.63
Q658P3,P17302,0.63
O60934,P30203,0.63
Q14258,P30085,0.63
P01023,Q9NRD1,0.63
P29317,P78310,0.63
Q9BYG3,Q8TAE8,0.63
O00308,P61586,0.63
